"_","Insight_Name__c","Increment_Data__c"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001545""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000920""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001555""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001813""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001314""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000321""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001089""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001451""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001258""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001611""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001197""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000499""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000489""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001290""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001609""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001607""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001573""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001022""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001684""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000343""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001319""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001542""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000397""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000460""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000880""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000637""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001206""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001105""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001296""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001687""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001495""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000701""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001425""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000986""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001420""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000543""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000999""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001498""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001717""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000419""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000607""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001699""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001103""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001818""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000544""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000636""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000572""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000446""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000494""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000385""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001733""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000966""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001618""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001854""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000728""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001033""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000474""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001715""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000339""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001731""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001884""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001588""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000334""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000617""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001192""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001667""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001150""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000556""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001517""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000457""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001514""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000796""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000654""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000336""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000674""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001479""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000977""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000593""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001294""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001832""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001676""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000512""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000713""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001025""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001146""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000954""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001094""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001454""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000856""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001848""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000936""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000363""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001753""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000983""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001506""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001530""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001179""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000431""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001826""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000599""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000320""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000425""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000771""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001575""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001251""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001576""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001065""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000462""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000478""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000694""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000335""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001411""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000393""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000960""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000586""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001126""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001523""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000786""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001434""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001736""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001642""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000696""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001393""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000657""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001342""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001873""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000624""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001187""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001262""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001410""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000615""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001499""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000904""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001346""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001698""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001249""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001761""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000540""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001617""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001018""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001626""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000580""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000472""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001101""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000888""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001253""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000638""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001839""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001084""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001577""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000360""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001874""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001801""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001073""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001125""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001270""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000778""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001130""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000394""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001456""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001814""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001489""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000886""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000782""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001394""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000516""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001168""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001218""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001471""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000645""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000887""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000777""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000813""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001435""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001395""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000338""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000667""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000817""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001636""}"
